Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Authenticity check: QID1086,Authenticity check: QID1150,Authenticity check: QID1152,Authenticity check: QID1153,Authenticity check: QID1322913324,Authenticity check: QID444,Authenticity check: QID447,Authenticity check: Bots
TIMED-OUT,Not Applicable,2026-05-18T20:36:29.704000Z,,,2026-05-19T13:36:54.960075Z,61226.0,,0,English,21,Female,White,United States,United States,DATA_EXPIRED,English,Yes,Part-Time,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:37:24.438000Z,2026-05-18T20:57:55.869000Z,2026-05-19T14:44:05.861000Z,2026-05-18T20:57:56.286449Z,1232.0,CDT15VVH,4460,English,52,Female,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:38:39.426000Z,2026-05-18T21:12:30.767000Z,2026-05-19T14:44:06.117000Z,2026-05-18T21:12:31.172419Z,2032.0,CDT15VVH,4220,English,57,Female,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:32.938000Z,2026-05-18T21:03:32.128000Z,2026-05-19T14:44:06.479000Z,2026-05-18T21:03:32.844869Z,1620.0,CDT15VVH,4,English,21,Male,White,United States,United States,United States,English,Yes,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:48.836000Z,2026-05-18T21:00:56.991000Z,2026-05-19T14:44:06.784000Z,2026-05-18T21:00:57.440161Z,1449.0,CDT15VVH,33,English,33,Female,DATA_EXPIRED,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:35.420000Z,2026-05-18T20:55:09.601000Z,2026-05-19T14:44:07.085000Z,2026-05-18T20:55:10.240395Z,1115.0,CDT15VVH,1704,English,42,Female,White,United States,United States,United States,English,No,Other,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:36:33.349000Z,,,2026-05-19T13:36:54.964628Z,,,5909,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:36:33.074000Z,2026-05-18T21:04:12.846000Z,2026-05-19T14:44:07.390000Z,2026-05-18T21:04:13.287426Z,1660.0,CDT15VVH,4741,English,42,Female,Other,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:28.216000Z,2026-05-18T21:13:27.847000Z,2026-05-19T14:44:07.672000Z,2026-05-18T21:13:28.281007Z,2220.0,CDT15VVH,54,English,28,Male,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:38.056000Z,2026-05-18T21:01:52.304000Z,2026-05-19T14:44:07.941000Z,2026-05-18T21:01:52.858477Z,1515.0,CDT15VVH,44,English,61,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:35.363000Z,2026-05-18T21:15:45.490000Z,2026-05-19T14:44:08.216000Z,2026-05-18T21:15:45.984559Z,2351.0,CDT15VVH,13,English,62,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:36:33.690000Z,,,2026-05-19T13:36:54.964124Z,,,9151,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:36:38.052000Z,2026-05-18T21:02:45.003000Z,2026-05-19T14:44:08.481000Z,2026-05-18T21:02:45.409277Z,1567.0,CDT15VVH,1,English,19,Female,Mixed,United States,United States,United States,English,Yes,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
TIMED-OUT,Not Applicable,2026-05-18T20:43:40.865000Z,,,2026-05-19T13:36:54.968921Z,60795.0,,1126,English,26,Male,Black,United States,United States,United States,English,No,Full-Time,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:36:32.728000Z,2026-05-18T21:14:45.628000Z,2026-05-19T14:44:08.724000Z,2026-05-18T21:14:46.042873Z,2293.0,CDT15VVH,63,English,34,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:36:38.009000Z,,,2026-05-19T13:36:54.962359Z,,,47,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:40:57.728000Z,2026-05-18T21:02:06.453000Z,2026-05-19T14:44:08.983000Z,2026-05-18T21:02:06.889176Z,1269.0,CDT15VVH,5573,English,31,Male,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:47.273000Z,2026-05-18T21:31:03.015000Z,2026-05-19T14:44:09.273000Z,2026-05-18T21:31:03.446994Z,3256.0,CDT15VVH,148,English,44,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,mixed
APPROVED,Not Applicable,2026-05-18T20:36:36.610000Z,2026-05-18T21:11:21.859000Z,2026-05-19T14:44:09.700000Z,2026-05-18T21:11:22.316796Z,2086.0,CDT15VVH,11033,"English, Spanish",38,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:37:48.301000Z,2026-05-18T21:02:29.948000Z,2026-05-19T14:44:10.034000Z,2026-05-18T21:02:30.420891Z,1482.0,CDT15VVH,333,English,50,Female,Mixed,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:37.721000Z,2026-05-18T21:12:14.895000Z,2026-05-19T14:44:10.343000Z,2026-05-18T21:12:15.325469Z,2138.0,CDT15VVH,410,English,22,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:55.503000Z,2026-05-18T21:05:35.224000Z,2026-05-19T14:44:10.630000Z,2026-05-18T21:05:35.684646Z,1720.0,CDT15VVH,50,English,42,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:38.040000Z,2026-05-18T20:55:21.294000Z,2026-05-19T14:44:10.900000Z,2026-05-18T20:55:21.745355Z,1124.0,CDT15VVH,13,"Urdu, English",19,Female,Asian,Pakistan,United States,United States,English,Yes,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:36:42.481000Z,,,2026-05-19T13:36:54.975695Z,,,4353,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:40:16.324000Z,2026-05-18T21:20:28.400000Z,2026-05-19T14:44:11.160000Z,2026-05-18T21:20:28.843787Z,2413.0,CDT15VVH,3622,English,49,Female,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,mixed
APPROVED,Not Applicable,2026-05-18T20:36:38.608000Z,2026-05-18T20:50:46.054000Z,2026-05-19T14:44:11.435000Z,2026-05-18T20:50:46.491960Z,848.0,CDT15VVH,1070,English,28,Female,White,United States,United States,DATA_EXPIRED,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:36:36.777000Z,,,2026-05-19T13:36:54.966179Z,,,1845,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:36:39.551000Z,2026-05-18T21:27:51.822000Z,2026-05-19T14:44:11.725000Z,2026-05-18T21:27:52.240647Z,3073.0,CDT15VVH,32,English,36,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:39.131000Z,2026-05-18T21:04:51.986000Z,2026-05-19T14:44:11.987000Z,2026-05-18T21:04:52.407856Z,1693.0,CDT15VVH,88,English,23,Female,White,United Kingdom,United States,United Kingdom,English,Yes,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:36:38.067000Z,,,2026-05-19T13:36:54.968507Z,,,3903,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:36:53.602000Z,2026-05-18T21:21:16.260000Z,2026-05-19T14:44:12.264000Z,2026-05-18T21:21:16.716884Z,2663.0,CDT15VVH,29,English,43,Male,DATA_EXPIRED,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:40.870000Z,2026-05-18T20:54:58.768000Z,2026-05-19T14:44:12.548000Z,2026-05-18T20:54:59.373972Z,1098.0,CDT15VVH,310,English,33,Male,Black,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:40.581000Z,2026-05-18T21:08:15.307000Z,2026-05-19T14:44:12.853000Z,2026-05-18T21:08:15.728154Z,1895.0,CDT15VVH,556,English,37,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:36:43.407000Z,,,2026-05-19T13:36:54.978929Z,,,5422,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:36:42.056000Z,2026-05-18T21:04:51.332000Z,2026-05-19T14:44:13.854000Z,2026-05-18T21:04:51.773226Z,1690.0,CDT15VVH,784,"Spanish, English",37,Female,Other,United States,United States,United States,Spanish,Yes,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
RETURNED,Not Applicable,2026-05-18T20:36:42.504000Z,,,2026-05-19T13:36:54.979485Z,,,4483,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:36:51.239000Z,2026-05-18T21:23:48.909000Z,2026-05-19T14:44:14.167000Z,2026-05-18T21:23:49.337369Z,2818.0,CDT15VVH,92,English,34,Male,Black,United States,United States,United States,English,Yes,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:42.836000Z,2026-05-18T21:24:47.085000Z,2026-05-19T14:44:14.469000Z,2026-05-18T21:24:47.560479Z,2885.0,CDT15VVH,1690,English,61,Female,White,Germany,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:36:41.411000Z,2026-05-18T20:52:12.910000Z,2026-05-19T14:44:14.784000Z,2026-05-18T20:52:13.337426Z,932.0,CDT15VVH,5109,English,33,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Fail,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:37:24.499000Z,,,2026-05-19T13:36:54.977080Z,,,1445,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:38:21.393000Z,2026-05-18T21:04:07.211000Z,2026-05-19T14:44:15.092000Z,2026-05-18T21:04:07.657926Z,1546.0,CDT15VVH,45,English,42,Female,Black,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:39:09.937000Z,2026-05-18T21:10:46.821000Z,2026-05-19T14:44:15.408000Z,2026-05-18T21:10:47.249801Z,1897.0,CDT15VVH,36,English,40,Male,Mixed,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:43.350000Z,2026-05-18T21:09:24.967000Z,2026-05-19T14:44:15.741000Z,2026-05-18T21:09:25.361974Z,1962.0,CDT15VVH,4,"Spanish, English, Portuguese",33,Male,White,United States,United States,United States,Spanish,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:55.831000Z,2026-05-18T21:07:19.127000Z,2026-05-19T14:44:16.064000Z,2026-05-18T21:07:19.605488Z,1824.0,CDT15VVH,236,English,22,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,Pass,mixed
APPROVED,Not Applicable,2026-05-18T20:36:44.390000Z,2026-05-18T20:53:06.273000Z,2026-05-19T14:44:16.377000Z,2026-05-18T20:53:06.664015Z,982.0,CDT15VVH,17,English,20,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:44.667000Z,2026-05-18T21:01:35.908000Z,2026-05-19T14:44:16.677000Z,2026-05-18T21:01:36.374539Z,1492.0,CDT15VVH,200,English,29,Female,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
TIMED-OUT,Not Applicable,2026-05-18T20:37:01.324000Z,,,2026-05-19T13:36:55.010808Z,61194.0,,375,English,29,Male,White,United States,United States,United States,English,Yes,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,mixed
APPROVED,Not Applicable,2026-05-18T20:36:45.460000Z,2026-05-18T21:06:56.226000Z,2026-05-19T14:44:16.994000Z,2026-05-18T21:06:56.633166Z,1811.0,CDT15VVH,3526,English,58,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:38:24.066000Z,2026-05-18T21:19:54.920000Z,2026-05-19T14:44:17.275000Z,2026-05-18T21:19:55.338897Z,2491.0,CDT15VVH,1,"English, Spanish",44,Male,Black,United States,United States,DATA_EXPIRED,English,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:37:14.544000Z,2026-05-18T20:59:16.216000Z,2026-05-19T14:44:17.564000Z,2026-05-18T20:59:16.629203Z,1322.0,CDT15VVH,74,English,29,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:36:59.374000Z,2026-05-18T21:09:31.346000Z,2026-05-19T14:44:17.849000Z,2026-05-18T21:09:31.789061Z,1952.0,CDT15VVH,279,English,20,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:47.677000Z,2026-05-18T20:57:01.208000Z,2026-05-19T14:44:18.118000Z,2026-05-18T20:57:01.635136Z,1214.0,CDT15VVH,10293,English,70,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:47.971000Z,2026-05-18T20:59:50.713000Z,2026-05-19T14:44:18.375000Z,2026-05-18T20:59:51.156771Z,1383.0,CDT15VVH,521,"Spanish, English",26,Female,Other,United States,United States,United States,Spanish,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:36:57.154000Z,2026-05-18T21:11:54.433000Z,2026-05-19T14:44:18.670000Z,2026-05-18T21:11:54.842757Z,2098.0,CDT15VVH,328,English,32,Female,Black,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:36:47.457000Z,2026-05-18T21:02:13.942000Z,2026-05-19T14:44:18.993000Z,2026-05-18T21:02:14.397801Z,1527.0,CDT15VVH,8330,English,34,Male,White,United States,United States,Germany,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:36:55.063000Z,2026-05-18T21:26:24.815000Z,2026-05-19T14:44:19.322000Z,2026-05-18T21:26:25.240985Z,2970.0,CDT15VVH,34,English,41,Female,Prefer not to say,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:40:00.899000Z,2026-05-18T21:14:21.371000Z,2026-05-19T14:44:19.632000Z,2026-05-18T21:14:21.802820Z,2061.0,CDT15VVH,246,English,26,Female,Mixed,Philippines,United States,Philippines,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:36:49.231000Z,2026-05-18T20:56:07.827000Z,2026-05-19T14:44:19.968000Z,2026-05-18T20:56:08.246011Z,1159.0,CDT15VVH,1344,"Arabic, English",29,Male,Other,United Arab Emirates,United States,United States,Arabic,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Fail,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:43.996000Z,2026-05-18T21:06:04.233000Z,2026-05-19T14:44:20.329000Z,2026-05-18T21:06:04.720464Z,1761.0,CDT15VVH,526,English,48,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:57.305000Z,2026-05-18T21:10:34.962000Z,2026-05-19T14:44:20.635000Z,2026-05-18T21:10:35.390213Z,2018.0,CDT15VVH,39,English,44,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:52.694000Z,2026-05-18T21:17:13.306000Z,2026-05-19T14:44:20.918000Z,2026-05-18T21:17:13.757832Z,2421.0,CDT15VVH,4903,English,28,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:51.082000Z,2026-05-18T20:52:28.084000Z,2026-05-19T14:44:21.196000Z,2026-05-18T20:52:28.486793Z,938.0,CDT15VVH,14150,English,58,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:36:52.638000Z,2026-05-18T21:10:37.972000Z,2026-05-19T14:44:21.500000Z,2026-05-18T21:10:38.438923Z,2026.0,CDT15VVH,6,English,32,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:37:04.878000Z,2026-05-18T21:06:47.107000Z,2026-05-19T14:44:21.771000Z,2026-05-18T21:06:47.537942Z,1783.0,CDT15VVH,564,English,42,Male,White,United States,United States,United States,English,No,Due to start a new job within the next month,N/A,N/A,Fail,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:59.840000Z,2026-05-18T21:23:28.720000Z,2026-05-19T14:44:22.087000Z,2026-05-18T21:23:29.161434Z,2789.0,CDT15VVH,511,English,54,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:52.464000Z,2026-05-18T20:57:53.518000Z,2026-05-19T14:44:22.413000Z,2026-05-18T20:57:53.957252Z,1262.0,CDT15VVH,21,English,22,Male,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:37:34.723000Z,2026-05-18T21:09:15.628000Z,2026-05-19T14:44:22.709000Z,2026-05-18T21:09:16.071399Z,1901.0,CDT15VVH,70,English,50,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:53.040000Z,2026-05-18T21:27:34.591000Z,2026-05-19T14:44:23.020000Z,2026-05-18T21:27:35.010097Z,3042.0,CDT15VVH,3499,English,43,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:37:07.666000Z,2026-05-18T21:09:08.450000Z,2026-05-19T14:44:23.284000Z,2026-05-18T21:09:08.853692Z,1921.0,CDT15VVH,136,English,23,Male,Black,United States,United States,DATA_EXPIRED,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:55.005000Z,2026-05-18T20:59:00.691000Z,2026-05-19T14:44:23.581000Z,2026-05-18T20:59:01.116383Z,1326.0,CDT15VVH,58,English,22,Female,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
TIMED-OUT,Not Applicable,2026-05-18T20:36:52.937000Z,,,2026-05-19T13:36:54.976925Z,61203.0,,2342,"English, Spanish",41,Male,White,United States,United States,United States,English,Yes,Full-Time,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:36:54.970000Z,2026-05-18T20:55:02.321000Z,2026-05-19T14:44:23.886000Z,2026-05-18T20:55:02.767954Z,1088.0,CDT15VVH,331,English,19,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:51.971000Z,2026-05-18T21:02:12.018000Z,2026-05-19T14:44:24.178000Z,2026-05-18T21:02:12.505949Z,1521.0,CDT15VVH,431,English,24,Female,Mixed,United States,United States,United States,English,No,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:52.671000Z,2026-05-18T20:51:11.959000Z,2026-05-19T14:44:24.470000Z,2026-05-18T20:51:12.888522Z,860.0,CDT15VVH,17,English,38,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:36:52.802000Z,,,2026-05-19T13:36:54.992524Z,,,354,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:36:58.366000Z,2026-05-18T20:53:40.589000Z,2026-05-19T14:44:24.736000Z,2026-05-18T20:53:41.033907Z,1003.0,CDT15VVH,4182,English,31,Female,Other,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
TIMED-OUT,Not Applicable,2026-05-18T20:36:56.698000Z,,,2026-05-19T13:36:54.987212Z,61199.0,,1521,English,29,Female,Mixed,United States,United States,United States,English,No,Full-Time,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:39:23.669000Z,2026-05-18T21:03:05.424000Z,2026-05-19T14:44:25.038000Z,2026-05-18T21:03:05.957724Z,1422.0,CDT15VVH,107,English,29,Male,Black,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:42:02.063000Z,2026-05-18T21:32:07.466000Z,2026-05-19T14:44:25.315000Z,2026-05-18T21:32:07.908287Z,3006.0,CDT15VVH,463,English,27,Male,Black,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:42:42.992000Z,2026-05-18T21:14:58.389000Z,2026-05-19T14:44:25.606000Z,2026-05-18T21:14:58.812421Z,1936.0,CDT15VVH,351,"English, Japanese",25,Female,Mixed,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:57.264000Z,2026-05-18T21:30:22.462000Z,2026-05-19T14:44:25.912000Z,2026-05-18T21:30:22.930019Z,3206.0,CDT15VVH,4532,English,57,Female,White,United States,United States,United States,English,No,Other,N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
